bins	SAMPLE_12	SAMPLE_13	SAMPLE_14	SAMPLE_15	SAMPLE_16	SAMPLE_17	SAMPLE_18	SAMPLE_19	SAMPLE_21	SAMPLE_22
year_2021_Bin_23_MAG_00001	0.2560048054297128	0.3681899225136202	0.49194764641690447	0.4982988109438612	0.807152774087554	0.3393620416265064	0.4009486378597283	0.2543677651023282	0.2393519715972329	0.025837698725275214
year_2021_Bin_24_MAG_00001	0.16370072403659056	0.09915217096980034	0.08216125048941361	1.5876439495248853	37.10191624954507	0.196461529064624	0.33481773547655447	0.6651983085640556	0.07770044425104027	0.04268981437045014
year_2021_Bin_25_MAG_00001	0.016096268744950952	0.020675112517884887	0.018504706193028134	0.016629364706911808	0.0110431857210494	0.024745340553784356	0.02241346891558333	0.01183983474285607	0.01657962297328478	0.017048393237832676
year_2021_Bin_25_MAG_00002	0.005750849797603798	0.010134725175874871	0.007141572501340185	0.007558325931302005	0.004273243126536941	0.013043021175650132	0.009817019468669787	0.007397011365291767	0.030891594584348547	0.10588838711788794
year_2021_Bin_29_MAG_00001	0.29095116532809007	1.4975243096043878	1.3966813931447604	1.0999245879030264	1.7951282551425212	10.46082486311684	4.031390700630111	3.749880996958363	30.59856607860418	0.01922984743406662
year_2021_Bin_2_MAG_00001	0.19403783750241824	0.9764988447260742	0.9584809516683032	0.7924938221133665	0.8266264176287865	1.7154916210701523	1.0743485386606122	0.6370979810994996	0.35338460583805725	0.041268647727231246
year_2021_Bin_2_MAG_00002	0.49913541128536026	0.8572300077283568	1.080686908103395	1.2937653526199355	4.174850774135666	1.9382417253641202	2.294655752764932	1.6373870844124208	0.4066490998216562	0.10758580981761304
year_2021_Bin_33_MAG_00001	0.23365838485841794	0.24016035171552227	0.23653869922868148	0.2568574414207542	2.968157318945466	0.2238026482854992	0.18653348968766248	0.09840401624968206	0.20657336821342365	0.3008474186724251
year_2021_Bin_34_MAG_00001	0.7606035393489701	0.3682158551525402	0.25008896730962854	1.2868600553519263	11.170862803108834	0.4218615929054305	0.5914680040075588	0.5995088508523502	0.15389980606986445	0.0794561772452001
year_2021_Bin_37_MAG_00001	2.192972234293509	2.575771788404674	2.0121446886302983	0.7105361081915049	0.38592794821629356	0.8327513932011421	1.0647112994701997	0.4262952726153298	2.120850541213389	1.1543177902835642
year_2021_Bin_38_MAG_00001	1.1150975704291797	0.6106380833732106	0.5667832801053581	0.36135902934556124	0.07347893514854338	0.10835485337103161	0.0794777834596861	0.05812577007978038	0.17399792501371183	0.5364513172726414
year_2021_Bin_39_MAG_00001	0.41743784855608995	0.04063099885022274	0.040929021843037885	0.12168301546489084	0.13598493414146856	0.30023564291294497	0.19911348397068546	0.09390386005750251	0.11319163515433724	0.058113801103549564
year_2021_Bin_39_MAG_00002	0.12810279633326108	0.1278229499897877	0.08813280254417917	0.1239827898675575	0.19561927698564555	0.16343318835622017	0.1328981931532877	0.12932952575233767	0.16044802146546758	0.17893584042242597
year_2021_Bin_40_MAG_00001	1.6906468803728631	1.6221396037341624	1.4734417997309412	1.4039886028629809	1.2751054077136783	1.1733605421212714	2.795649622981812	0.5695621768874121	1.8603745356825607	1.3310681293036408
year_2021_Bin_40_MAG_00002	1.5273663867431044	2.630822626617944	3.6538297118708245	1.1540126448612762	0.40461390868118363	1.3497642690508471	0.575368947249787	0.32070679311527944	0.6233337552728561	0.32033204419705463
year_2021_Bin_40_MAG_00003	1.329192376262769	2.2842507507216125	2.8408221277040955	1.0455714807630487	0.6035784889043387	2.258032236099943	0.8826672111630764	0.4054221548726663	0.7185082935859392	0.6572942128412841
year_2021_Bin_43_MAG_00001	1.6213686146867903	0.1573259901294249	0.08835272739019687	2.973910935373908	2.2872785996547984	5.8305074255744325	8.313427442034449	9.217638422483198	1.2957353403361864	0.09481868773339364
year_2021_Bin_44_MAG_00001	0.579633755844705	0.477206651470567	0.335296652319541	1.3236268647392289	0.9329462759677902	2.748695703711298	2.1399849907814246	1.2369746573268854	10.045203857865744	0.18753634169118813
year_2021_Bin_44_MAG_00002	16.550943696343918	1.8072573196405501	3.845359964903012	36.20033428899808	30.87432272651333	50.24978251590558	84.63008311778587	52.52158818518464	22.181557710298534	0.23779732832183875
year_2021_Bin_44_MAG_00003	2.772759912907371	2.628585152826807	2.141895874720739	4.58380847072954	1.0082018583250059	3.2371562100956663	1.638386843672811	1.2251395030007395	6.794624882075001	0.7518498756548248
year_2021_Bin_45_MAG_00001	0.0880552971439978	0.09530433767339207	0.0709360440810362	0.0729928326886645	0.053741652888204254	0.1222309056875233	0.10223211091065906	0.0767429598020421	0.14762307399693422	0.22988972208307754
year_2021_Bin_45_MAG_00002	0.5319635385635719	4.43644273779459	3.0719029882528983	0.20892778843934506	0.09323875840174328	0.2574347857062431	0.18793610011679904	0.10793404146916423	1.0813723178866588	1.985778026094033
year_2021_Bin_45_MAG_00003	1.0356652096084213	0.32119951720773476	0.1261331721434305	0.08266593068704604	0.055066306192141215	0.1086453634255705	0.08760580516883153	0.053647472240416556	0.15772030312512755	0.41464275510342913
year_2021_Bin_45_MAG_00004	0.22874288521771824	5.296016570379969	4.2026520138012256	0.1971784007048563	0.05775239828516082	0.15151546486602718	0.10558844655074082	0.06665828814632926	0.3237794338612597	0.2532556252086344
year_2021_Bin_47_MAG_00001	0.06511229703140653	0.07826033263121672	0.06343679146581413	0.0624224688418406	0.05641146253944203	0.07259414051767918	0.052585898279120497	0.041710722403070444	0.06351241469838124	0.029287698528330266
year_2021_Bin_47_MAG_00002	0.06682059104463946	0.07352951581453326	0.06557074451813484	0.0712452059042034	0.12053340103508768	0.07314806914735328	0.06195438871766912	0.04812741525661809	0.06683224462530617	0.12882762897496353
year_2021_Bin_48_MAG_00001	0.12128098624604784	0.21933169785587134	0.2455412574282855	0.19986538308255028	0.16510823967715557	0.27270081094884263	0.2573249611057481	0.16463294749054583	0.10018982166210563	0.02108348905794727
year_2021_Bin_4_MAG_00001	0.26819362544811787	0.08696095414387614	0.18379816113138422	0.21176489003552834	0.19410667814019647	0.09775953108368667	0.07750893827572754	0.042413262201729696	0.08853388196499182	0.01586092412218667
year_2021_Bin_6_MAG_00001	2.2661847423622543	16.707263476654283	15.745560110457708	21.933179859048085	20.22097937160591	25.45370906829868	14.20968324467121	6.407536816385608	0.7174983258283473	0.3250256341502288
year_2021_Bin_7_MAG_00001	1.7595635810173982	1.1946014405074254	6.397780968999159	10.068404997834781	2.764880307970553	20.293553538222483	11.693503706345366	6.462638032707543	19.290722036834197	0.2619055200346435
year_2021_Bin_7_MAG_00002	5.520210474954313	0.5021102584757458	0.7341703912859928	5.1507204615810975	3.122378689649784	5.4988189523022	8.878507798793544	7.519853799673848	2.062067963364474	0.25984651439152434
